code,single,multi_1,multi_2
'03SB4ZZ','61','7','7.19'
'03SC0ZZ','61','7','7.19'
'03SC3ZZ','61','7','7.19'
'03SC4ZZ','61','7','7.19'
'03SD0ZZ','61','7','7.19'
'03SD3ZZ','61','7','7.19'
'03SD4ZZ','61','7','7.19'
'03SF0ZZ','61','7','7.19'
'03SF3ZZ','61','7','7.19'
'03SF4ZZ','61','7','7.19'
'03SY0ZZ','61','7','7.19'
'03SY3ZZ','61','7','7.19'
'03SY4ZZ','61','7','7.19'
'03U007Z','61','7','7.19'
'03U00JZ','61','7','7.19'
'03U00KZ','61','7','7.19'
'03U037Z','61','7','7.19'
'03U03JZ','61','7','7.19'
'03U03KZ','61','7','7.19'
'03U047Z','61','7','7.19'
'03U04JZ','61','7','7.19'
'03U04KZ','61','7','7.19'
'03U107Z','61','7','7.19'
'03U10JZ','61','7','7.19'
'03U10KZ','61','7','7.19'
'03U137Z','61','7','7.19'
'03U13JZ','61','7','7.19'
'03U13KZ','61','7','7.19'
'03U147Z','61','7','7.19'
'03U14JZ','61','7','7.19'
'03U14KZ','61','7','7.19'
'03U207Z','61','7','7.19'
'03U20JZ','61','7','7.19'
'03U20KZ','61','7','7.19'
'03U237Z','61','7','7.19'
'03U23JZ','61','7','7.19'
'03U23KZ','61','7','7.19'
'03U247Z','61','7','7.19'
'03U24JZ','61','7','7.19'
'03U24KZ','61','7','7.19'
'03U307Z','61','7','7.19'
'03U30JZ','61','7','7.19'
'03U30KZ','61','7','7.19'
'03U337Z','61','7','7.19'
'03U33JZ','61','7','7.19'
'03U33KZ','61','7','7.19'
'03U347Z','61','7','7.19'
'03U34JZ','61','7','7.19'
'03U34KZ','61','7','7.19'
'03U407Z','61','7','7.19'
'03U40JZ','61','7','7.19'
'03U40KZ','61','7','7.19'
'03U437Z','61','7','7.19'
'03U43JZ','61','7','7.19'
'03U43KZ','61','7','7.19'
'03U447Z','61','7','7.19'
'03U44JZ','61','7','7.19'
'03U44KZ','61','7','7.19'
'03U507Z','61','7','7.19'
'03U50JZ','61','7','7.19'
'03U50KZ','61','7','7.19'
'03U537Z','61','7','7.19'
'03U53JZ','61','7','7.19'
'03U53KZ','61','7','7.19'
'03U547Z','61','7','7.19'
'03U54JZ','61','7','7.19'
'03U54KZ','61','7','7.19'
'03U607Z','61','7','7.19'
'03U60JZ','61','7','7.19'
'03U60KZ','61','7','7.19'
'03U637Z','61','7','7.19'
'03U63JZ','61','7','7.19'
'03U63KZ','61','7','7.19'
'03U647Z','61','7','7.19'
'03U64JZ','61','7','7.19'
'03U64KZ','61','7','7.19'
'03U707Z','61','7','7.19'
'03U70JZ','61','7','7.19'
'03U70KZ','61','7','7.19'
'03U737Z','61','7','7.19'
'03U73JZ','61','7','7.19'
'03U73KZ','61','7','7.19'
'03U747Z','61','7','7.19'
'03U74JZ','61','7','7.19'
'03U74KZ','61','7','7.19'
'03U807Z','61','7','7.19'
'03U80JZ','61','7','7.19'
'03U80KZ','61','7','7.19'
'03U837Z','61','7','7.19'
'03U83JZ','61','7','7.19'
'03U83KZ','61','7','7.19'
'03U847Z','61','7','7.19'
'03U84JZ','61','7','7.19'
'03U84KZ','61','7','7.19'
'03U907Z','61','7','7.19'
'03U90JZ','61','7','7.19'
'03U90KZ','61','7','7.19'
'03U937Z','61','7','7.19'
'03U93JZ','61','7','7.19'
'03U93KZ','61','7','7.19'
'03U947Z','61','7','7.19'
'03U94JZ','61','7','7.19'
'03U94KZ','61','7','7.19'
'03UA07Z','61','7','7.19'
'03UA0JZ','61','7','7.19'
'03UA0KZ','61','7','7.19'
'03UA37Z','61','7','7.19'
'03UA3JZ','61','7','7.19'
'03UA3KZ','61','7','7.19'
'03UA47Z','61','7','7.19'
'03UA4JZ','61','7','7.19'
'03UA4KZ','61','7','7.19'
'03UB07Z','61','7','7.19'
'03UB0JZ','61','7','7.19'
'03UB0KZ','61','7','7.19'
'03UB37Z','61','7','7.19'
'03UB3JZ','61','7','7.19'
'03UB3KZ','61','7','7.19'
'03UB47Z','61','7','7.19'
'03UB4JZ','61','7','7.19'
'03UB4KZ','61','7','7.19'
'03UC07Z','61','7','7.19'
'03UC0JZ','61','7','7.19'
'03UC0KZ','61','7','7.19'
'03UC37Z','61','7','7.19'
'03UC3JZ','61','7','7.19'
'03UC3KZ','61','7','7.19'
'03UC47Z','61','7','7.19'
'03UC4JZ','61','7','7.19'
'03UC4KZ','61','7','7.19'
'03UD07Z','61','7','7.19'
'03UD0JZ','61','7','7.19'
'03UD0KZ','61','7','7.19'
'03UD37Z','61','7','7.19'
'03UD3JZ','61','7','7.19'
'03UD3KZ','61','7','7.19'
'03UD47Z','61','7','7.19'
'03UD4JZ','61','7','7.19'
'03UD4KZ','61','7','7.19'
'03UF07Z','61','7','7.19'
'03UF0JZ','61','7','7.19'
'03UF0KZ','61','7','7.19'
'03UF37Z','61','7','7.19'
'03UF3JZ','61','7','7.19'
'03UF3KZ','61','7','7.19'
'03UF47Z','61','7','7.19'
'03UF4JZ','61','7','7.19'
'03UF4KZ','61','7','7.19'
'03UY07Z','61','7','7.19'
'03UY0JZ','61','7','7.19'
'03UY0KZ','61','7','7.19'
'03UY37Z','61','7','7.19'
'03UY3JZ','61','7','7.19'
'03UY3KZ','61','7','7.19'
'03UY47Z','61','7','7.19'
'03UY4JZ','61','7','7.19'
'03UY4KZ','61','7','7.19'
'03V00CZ','61','7','7.19'
'03V00DZ','61','7','7.19'
'03V00ZZ','61','7','7.19'
'03V03CZ','61','7','7.19'
'03V03DZ','61','7','7.19'
'03V03ZZ','61','7','7.19'
'03V04CZ','61','7','7.19'
'03V04DZ','61','7','7.19'
'03V04ZZ','61','7','7.19'
'03V10CZ','61','7','7.19'
'03V10DZ','61','7','7.19'
'03V10ZZ','61','7','7.19'
'03V13CZ','61','7','7.19'
'03V13DZ','61','7','7.19'
'03V13ZZ','61','7','7.19'
'03V14CZ','61','7','7.19'
'03V14DZ','61','7','7.19'
'03V14ZZ','61','7','7.19'
'03V20CZ','61','7','7.19'
'03V20DZ','61','7','7.19'
'03V20ZZ','61','7','7.19'
'03V23CZ','61','7','7.19'
'03V23DZ','61','7','7.19'
'03V23ZZ','61','7','7.19'
'03V24CZ','61','7','7.19'
'03V24DZ','61','7','7.19'
'03V24ZZ','61','7','7.19'
'03V30CZ','61','7','7.19'
'03V30DZ','61','7','7.19'
'03V30ZZ','61','7','7.19'
'03V33CZ','61','7','7.19'
'03V33DZ','61','7','7.19'
'03V33ZZ','61','7','7.19'
'03V34CZ','61','7','7.19'
'03V34DZ','61','7','7.19'
'03V34ZZ','61','7','7.19'
'03V40CZ','61','7','7.19'
'03V40DZ','61','7','7.19'
'03V40ZZ','61','7','7.19'
'03V43CZ','61','7','7.19'
'03V43DZ','61','7','7.19'
'03V43ZZ','61','7','7.19'
'03V44CZ','61','7','7.19'
'03V44DZ','61','7','7.19'
'03V44ZZ','61','7','7.19'
'03V50CZ','61','7','7.19'
'03V50DZ','61','7','7.19'
'03V50ZZ','61','7','7.19'
'03V53CZ','61','7','7.19'
'03V53DZ','61','7','7.19'
'03V53ZZ','61','7','7.19'
'03V54CZ','61','7','7.19'
'03V54DZ','61','7','7.19'
'03V54ZZ','61','7','7.19'
'03V60CZ','61','7','7.19'
'03V60DZ','61','7','7.19'
'03V60ZZ','61','7','7.19'
'03V63CZ','61','7','7.19'
'03V63DZ','61','7','7.19'
'03V63ZZ','61','7','7.19'
'03V64CZ','61','7','7.19'
'03V64DZ','61','7','7.19'
'03V64ZZ','61','7','7.19'
'03V70CZ','61','7','7.19'
'03V70DZ','61','7','7.19'
'03V70ZZ','61','7','7.19'
'03V73CZ','61','7','7.19'
'03V73DZ','61','7','7.19'
'03V73ZZ','61','7','7.19'
'03V74CZ','61','7','7.19'
'03V74DZ','61','7','7.19'
'03V74ZZ','61','7','7.19'
'03V80CZ','61','7','7.19'
'03V80DZ','61','7','7.19'
'03V80ZZ','61','7','7.19'
'03V83CZ','61','7','7.19'
'03V83DZ','61','7','7.19'
'03V83ZZ','61','7','7.19'
'03V84CZ','61','7','7.19'
'03V84DZ','61','7','7.19'
'03V84ZZ','61','7','7.19'
'03V90CZ','61','7','7.19'
'03V90DZ','61','7','7.19'
'03V90ZZ','61','7','7.19'
'03V93CZ','61','7','7.19'
'03V93DZ','61','7','7.19'
'03V93ZZ','61','7','7.19'
'03V94CZ','61','7','7.19'
'03V94DZ','61','7','7.19'
'03V94ZZ','61','7','7.19'
'03VA0CZ','61','7','7.19'
'03VA0DZ','61','7','7.19'
'03VA0ZZ','61','7','7.19'
'03VA3CZ','61','7','7.19'
'03VA3DZ','61','7','7.19'
'03VA3ZZ','61','7','7.19'
'03VA4CZ','61','7','7.19'
'03VA4DZ','61','7','7.19'
'03VA4ZZ','61','7','7.19'
'03VB0CZ','61','7','7.19'
'03VB0DZ','61','7','7.19'
'03VB0ZZ','61','7','7.19'
'03VB3CZ','61','7','7.19'
'03VB3DZ','61','7','7.19'
'03VB3ZZ','61','7','7.19'
'03VB4CZ','61','7','7.19'
'03VB4DZ','61','7','7.19'
'03VB4ZZ','61','7','7.19'
'03VC0CZ','61','7','7.19'
'03VC0DZ','61','7','7.19'
'03VC0ZZ','61','7','7.19'
'03VC3CZ','61','7','7.19'
'03VC3DZ','61','7','7.19'
'03VC3ZZ','61','7','7.19'
'03VC4CZ','61','7','7.19'
'03VC4DZ','61','7','7.19'
'03VC4ZZ','61','7','7.19'
'03VD0CZ','61','7','7.19'
'03VD0DZ','61','7','7.19'
'03VD0ZZ','61','7','7.19'
'03VD3CZ','61','7','7.19'
'03VD3DZ','61','7','7.19'
'03VD3ZZ','61','7','7.19'
'03VD4CZ','61','7','7.19'
'03VD4DZ','61','7','7.19'
'03VD4ZZ','61','7','7.19'
'03VF0CZ','61','7','7.19'
'03VF0DZ','61','7','7.19'
'03VF0ZZ','61','7','7.19'
'03VF3CZ','61','7','7.19'
'03VF3DZ','61','7','7.19'
'03VF3ZZ','61','7','7.19'
'03VF4CZ','61','7','7.19'
'03VF4DZ','61','7','7.19'
'03VF4ZZ','61','7','7.19'
'03VY0CZ','61','7','7.19'
'03VY0DZ','61','7','7.19'
'03VY0ZZ','61','7','7.19'
'03VY3CZ','61','7','7.19'
'03VY3DZ','61','7','7.19'
'03VY3ZZ','61','7','7.19'
'03VY4CZ','61','7','7.19'
'03VY4DZ','61','7','7.19'
'03VY4ZZ','61','7','7.19'
'03WY00Z','61','7','7.19'
'03WY02Z','61','7','7.19'
'03WY03Z','61','7','7.19'
'03WY07Z','61','7','7.19'
'03WY0CZ','61','7','7.19'
'03WY0DZ','61','7','7.19'
'03WY0JZ','61','7','7.19'
'03WY0KZ','61','7','7.19'
'03WY0MZ','61','7','7.19'
'03WY0YZ','61','7','7.19'
'03WY37Z','61','7','7.19'
'03WY3CZ','61','7','7.19'
'03WY3JZ','61','7','7.19'
'03WY3KZ','61','7','7.19'
'03WY3MZ','61','7','7.19'
'03WY40Z','61','7','7.19'
'03WY42Z','61','7','7.19'
'03WY43Z','61','7','7.19'
'03WY47Z','61','7','7.19'
'03WY4CZ','61','7','7.19'
'03WY4DZ','61','7','7.19'
'03WY4JZ','61','7','7.19'
'03WY4KZ','61','7','7.19'
'03WY4MZ','61','7','7.19'
'04500ZZ','61','7','7.19'
'04503ZZ','61','7','7.19'
'04504ZZ','61','7','7.19'
'04510ZZ','61','7','7.19'
'04513ZZ','61','7','7.19'
'04514ZZ','61','7','7.19'
'04520ZZ','61','7','7.19'
'04523ZZ','61','7','7.19'
'04524ZZ','61','7','7.19'
'04530ZZ','61','7','7.19'
'04533ZZ','61','7','7.19'
'04534ZZ','61','7','7.19'
'04540ZZ','61','7','7.19'
'04543ZZ','61','7','7.19'
'04544ZZ','61','7','7.19'
'04550ZZ','61','7','7.19'
'04553ZZ','61','7','7.19'
'04554ZZ','61','7','7.19'
'04560ZZ','61','7','7.19'
'04563ZZ','61','7','7.19'
'04564ZZ','61','7','7.19'
'04570ZZ','61','7','7.19'
'04573ZZ','61','7','7.19'
'04574ZZ','61','7','7.19'
'04580ZZ','61','7','7.19'
'04583ZZ','61','7','7.19'
'04584ZZ','61','7','7.19'
'04590ZZ','61','7','7.19'
'04593ZZ','61','7','7.19'
'04594ZZ','61','7','7.19'
'045A0ZZ','61','7','7.19'
'045A3ZZ','61','7','7.19'
'045A4ZZ','61','7','7.19'
'045B0ZZ','61','7','7.19'
'045B3ZZ','61','7','7.19'
'045B4ZZ','61','7','7.19'
'045C0ZZ','61','7','7.19'
'045C3ZZ','61','7','7.19'
'045C4ZZ','61','7','7.19'
'045D0ZZ','61','7','7.19'
'045D3ZZ','61','7','7.19'
'045D4ZZ','61','7','7.19'
'045E0ZZ','61','7','7.19'
'045E3ZZ','61','7','7.19'
'045E4ZZ','61','7','7.19'
'045F0ZZ','61','7','7.19'
'045F3ZZ','61','7','7.19'
'045F4ZZ','61','7','7.19'
'045H0ZZ','61','7','7.19'
'045H3ZZ','61','7','7.19'
'045H4ZZ','61','7','7.19'
'045J0ZZ','61','7','7.19'
'045J3ZZ','61','7','7.19'
'045J4ZZ','61','7','7.19'
'045K0ZZ','61','7','7.19'
'045K3ZZ','61','7','7.19'
'045K4ZZ','61','7','7.19'
'045L0ZZ','61','7','7.19'
'045L3ZZ','61','7','7.19'
'045L4ZZ','61','7','7.19'
'045M0ZZ','61','7','7.19'
'045M3ZZ','61','7','7.19'
'045M4ZZ','61','7','7.19'
'045N0ZZ','61','7','7.19'
'045N3ZZ','61','7','7.19'
'045N4ZZ','61','7','7.19'
'045P0ZZ','61','7','7.19'
'045P3ZZ','61','7','7.19'
'045P4ZZ','61','7','7.19'
'045Q0ZZ','61','7','7.19'
'045Q3ZZ','61','7','7.19'
'045Q4ZZ','61','7','7.19'
'045R0ZZ','61','7','7.19'
'045R3ZZ','61','7','7.19'
'045R4ZZ','61','7','7.19'
'045S0ZZ','61','7','7.19'
'045S3ZZ','61','7','7.19'
'045S4ZZ','61','7','7.19'
'045T0ZZ','61','7','7.19'
'045T3ZZ','61','7','7.19'
'045T4ZZ','61','7','7.19'
'045U0ZZ','61','7','7.19'
'045U3ZZ','61','7','7.19'
'045U4ZZ','61','7','7.19'
'045V0ZZ','61','7','7.19'
'045V3ZZ','61','7','7.19'
'045V4ZZ','61','7','7.19'
'045W0ZZ','61','7','7.19'
'045W3ZZ','61','7','7.19'
'045W4ZZ','61','7','7.19'
'045Y0ZZ','61','7','7.19'
'045Y3ZZ','61','7','7.19'
'045Y4ZZ','61','7','7.19'
'0470041','61','7','7.19'
'0470046','61','7','7.19'
'047004Z','61','7','7.19'
'0470056','61','7','7.19'
'047005Z','61','7','7.19'
'0470066','61','7','7.19'
'047006Z','61','7','7.19'
'0470076','61','7','7.19'
'047007Z','61','7','7.19'
'04700D1','61','7','7.19'
'04700D6','61','7','7.19'
'04700DZ','61','7','7.19'
'04700E6','61','7','7.19'
'04700EZ','61','7','7.19'
'04700F6','61','7','7.19'
'04700FZ','61','7','7.19'
'04700G6','61','7','7.19'
'04700GZ','61','7','7.19'
'04700Z1','61','7','7.19'
'04700Z6','61','7','7.19'
'04700ZZ','61','7','7.19'
'0470341','61','7','7.19'
'0470346','61','7','7.19'
'047034Z','61','7','7.19'
'0470356','61','7','7.19'
'047035Z','61','7','7.19'
'0470366','61','7','7.19'
'047036Z','61','7','7.19'
'0470376','61','7','7.19'
'047037Z','61','7','7.19'
'04703D1','61','7','7.19'
'04703D6','61','7','7.19'
'04703DZ','61','7','7.19'
'04703E6','61','7','7.19'
'04703EZ','61','7','7.19'
'04703F6','61','7','7.19'
'04703FZ','61','7','7.19'
'04703G6','61','7','7.19'
'04703GZ','61','7','7.19'
'04703Z1','61','7','7.19'
'04703Z6','61','7','7.19'
'04703ZZ','61','7','7.19'
'0470441','61','7','7.19'
'0470446','61','7','7.19'
'047044Z','61','7','7.19'
'0470456','61','7','7.19'
'047045Z','61','7','7.19'
'0470466','61','7','7.19'
'047046Z','61','7','7.19'
'0470476','61','7','7.19'
'047047Z','61','7','7.19'
'04704D1','61','7','7.19'
'04704D6','61','7','7.19'
'04704DZ','61','7','7.19'
'04704E6','61','7','7.19'
'04704EZ','61','7','7.19'
'04704F6','61','7','7.19'
'04704FZ','61','7','7.19'
'04704G6','61','7','7.19'
'04704GZ','61','7','7.19'
'04704Z1','61','7','7.19'
'04704Z6','61','7','7.19'
'04704ZZ','61','7','7.19'
'0471041','61','7','7.19'
'0471046','61','7','7.19'
'047104Z','61','7','7.19'
'0471056','61','7','7.19'
'047105Z','61','7','7.19'
'0471066','61','7','7.19'
'047106Z','61','7','7.19'
'0471076','61','7','7.19'
'047107Z','61','7','7.19'
'04710D1','61','7','7.19'
'04710D6','61','7','7.19'
'04710DZ','61','7','7.19'
'04710E6','61','7','7.19'
'04710EZ','61','7','7.19'
'04710F6','61','7','7.19'
'04710FZ','61','7','7.19'
'04710G6','61','7','7.19'
'04710GZ','61','7','7.19'
'04710Z1','61','7','7.19'
'04710Z6','61','7','7.19'
'04710ZZ','61','7','7.19'
'0471341','61','7','7.19'
'0471346','61','7','7.19'
'047134Z','61','7','7.19'
'0471356','61','7','7.19'
'047135Z','61','7','7.19'
'0471366','61','7','7.19'
'047136Z','61','7','7.19'
'0471376','61','7','7.19'
'047137Z','61','7','7.19'
'04713D1','61','7','7.19'
'04713D6','61','7','7.19'
'04713DZ','61','7','7.19'
'04713E6','61','7','7.19'
'04713EZ','61','7','7.19'
'04713F6','61','7','7.19'
'04713FZ','61','7','7.19'
'04713G6','61','7','7.19'
'04713GZ','61','7','7.19'
'04713Z1','61','7','7.19'
'04713Z6','61','7','7.19'
'04713ZZ','61','7','7.19'
'0471441','61','7','7.19'
'0471446','61','7','7.19'
'047144Z','61','7','7.19'
'0471456','61','7','7.19'
'047145Z','61','7','7.19'
'0471466','61','7','7.19'
'047146Z','61','7','7.19'
'0471476','61','7','7.19'
'047147Z','61','7','7.19'
'04714D1','61','7','7.19'
'04714D6','61','7','7.19'
'04714DZ','61','7','7.19'
'04714E6','61','7','7.19'
'04714EZ','61','7','7.19'
'04714F6','61','7','7.19'
'04714FZ','61','7','7.19'
'04714G6','61','7','7.19'
'04714GZ','61','7','7.19'
'04714Z1','61','7','7.19'
'04714Z6','61','7','7.19'
'04714ZZ','61','7','7.19'
'0472041','61','7','7.19'
'0472046','61','7','7.19'
'047204Z','61','7','7.19'
'0472056','61','7','7.19'
'047205Z','61','7','7.19'
'0472066','61','7','7.19'
'047206Z','61','7','7.19'
'0472076','61','7','7.19'
'047207Z','61','7','7.19'
'04720D1','61','7','7.19'
'04720D6','61','7','7.19'
'04720DZ','61','7','7.19'
'04720E6','61','7','7.19'
'04720EZ','61','7','7.19'
'04720F6','61','7','7.19'
'04720FZ','61','7','7.19'
'04720G6','61','7','7.19'
'04720GZ','61','7','7.19'
'04720Z1','61','7','7.19'
'04720Z6','61','7','7.19'
'04720ZZ','61','7','7.19'
'0472341','61','7','7.19'
'0472346','61','7','7.19'
'047234Z','61','7','7.19'
'0472356','61','7','7.19'
'047235Z','61','7','7.19'
'0472366','61','7','7.19'
'047236Z','61','7','7.19'
'0472376','61','7','7.19'
'047237Z','61','7','7.19'
'04723D1','61','7','7.19'
'04723D6','61','7','7.19'
'04723DZ','61','7','7.19'
'04723E6','61','7','7.19'
'04723EZ','61','7','7.19'
'04723F6','61','7','7.19'
'04723FZ','61','7','7.19'
'04723G6','61','7','7.19'
'04723GZ','61','7','7.19'
'04723Z1','61','7','7.19'
'04723Z6','61','7','7.19'
'04723ZZ','61','7','7.19'
'0472441','61','7','7.19'
'0472446','61','7','7.19'
'047244Z','61','7','7.19'
'0472456','61','7','7.19'
'047245Z','61','7','7.19'
'0472466','61','7','7.19'
'047246Z','61','7','7.19'
'0472476','61','7','7.19'
'047247Z','61','7','7.19'
'04724D1','61','7','7.19'
'04724D6','61','7','7.19'
'04724DZ','61','7','7.19'
'04724E6','61','7','7.19'
'04724EZ','61','7','7.19'
'04724F6','61','7','7.19'
'04724FZ','61','7','7.19'
'04724G6','61','7','7.19'
'04724GZ','61','7','7.19'
'04724Z1','61','7','7.19'
'04724Z6','61','7','7.19'
'04724ZZ','61','7','7.19'
'0473041','61','7','7.19'
'0473046','61','7','7.19'
'047304Z','61','7','7.19'
'0473056','61','7','7.19'
'047305Z','61','7','7.19'
'0473066','61','7','7.19'
'047306Z','61','7','7.19'
'0473076','61','7','7.19'
'047307Z','61','7','7.19'
'04730D1','61','7','7.19'
'04730D6','61','7','7.19'
'04730DZ','61','7','7.19'
'04730E6','61','7','7.19'
'04730EZ','61','7','7.19'
'04730F6','61','7','7.19'
'04730FZ','61','7','7.19'
'04730G6','61','7','7.19'
'04730GZ','61','7','7.19'
'04730Z1','61','7','7.19'
'04730Z6','61','7','7.19'
'04730ZZ','61','7','7.19'
'0473341','61','7','7.19'
'0473346','61','7','7.19'
'047334Z','61','7','7.19'
'0473356','61','7','7.19'
'047335Z','61','7','7.19'
'0473366','61','7','7.19'
'047336Z','61','7','7.19'
'0473376','61','7','7.19'
'047337Z','61','7','7.19'
'04733D1','61','7','7.19'
'04733D6','61','7','7.19'
'04733DZ','61','7','7.19'
'04733E6','61','7','7.19'
'04733EZ','61','7','7.19'
'04733F6','61','7','7.19'
'04733FZ','61','7','7.19'
'04733G6','61','7','7.19'
'04733GZ','61','7','7.19'
'04733Z1','61','7','7.19'
'04733Z6','61','7','7.19'
'04733ZZ','61','7','7.19'
'0473441','61','7','7.19'
'0473446','61','7','7.19'
'047344Z','61','7','7.19'
'0473456','61','7','7.19'
'047345Z','61','7','7.19'
'0473466','61','7','7.19'
'047346Z','61','7','7.19'
'0473476','61','7','7.19'
'047347Z','61','7','7.19'
'04734D1','61','7','7.19'
'04734D6','61','7','7.19'
'04734DZ','61','7','7.19'
'04734E6','61','7','7.19'
'04734EZ','61','7','7.19'
'04734F6','61','7','7.19'
'04734FZ','61','7','7.19'
'04734G6','61','7','7.19'
'04734GZ','61','7','7.19'
'04734Z1','61','7','7.19'
'04734Z6','61','7','7.19'
'04734ZZ','61','7','7.19'
'0474041','61','7','7.19'
'0474046','61','7','7.19'
'047404Z','61','7','7.19'
'0474056','61','7','7.19'
'047405Z','61','7','7.19'
'0474066','61','7','7.19'
'047406Z','61','7','7.19'
'0474076','61','7','7.19'
'047407Z','61','7','7.19'
'04740D1','61','7','7.19'
'04740D6','61','7','7.19'
'04740DZ','61','7','7.19'
'04740E6','61','7','7.19'
'04740EZ','61','7','7.19'
'04740F6','61','7','7.19'
'04740FZ','61','7','7.19'
'04740G6','61','7','7.19'
'04740GZ','61','7','7.19'
'04740Z1','61','7','7.19'
'04740Z6','61','7','7.19'
'04740ZZ','61','7','7.19'
'0474341','61','7','7.19'
'0474346','61','7','7.19'
'047434Z','61','7','7.19'
'0474356','61','7','7.19'
'047435Z','61','7','7.19'
'0474366','61','7','7.19'
'047436Z','61','7','7.19'
'0474376','61','7','7.19'
'047437Z','61','7','7.19'
'04743D1','61','7','7.19'
'04743D6','61','7','7.19'
'04743DZ','61','7','7.19'
'04743E6','61','7','7.19'
'04743EZ','61','7','7.19'
'04743F6','61','7','7.19'
'04743FZ','61','7','7.19'
'04743G6','61','7','7.19'
'04743GZ','61','7','7.19'
'04743Z1','61','7','7.19'
'04743Z6','61','7','7.19'
'04743ZZ','61','7','7.19'
'0474441','61','7','7.19'
'0474446','61','7','7.19'
'047444Z','61','7','7.19'
'0474456','61','7','7.19'
'047445Z','61','7','7.19'
'0474466','61','7','7.19'
'047446Z','61','7','7.19'
'0474476','61','7','7.19'
'047447Z','61','7','7.19'
'04744D1','61','7','7.19'
'04744D6','61','7','7.19'
'04744DZ','61','7','7.19'
'04744E6','61','7','7.19'
'04744EZ','61','7','7.19'
'04744F6','61','7','7.19'
'04744FZ','61','7','7.19'
'04744G6','61','7','7.19'
'04744GZ','61','7','7.19'
'04744Z1','61','7','7.19'
'04744Z6','61','7','7.19'
'04744ZZ','61','7','7.19'
'0475041','61','7','7.19'
'0475046','61','7','7.19'
'047504Z','61','7','7.19'
'0475056','61','7','7.19'
'047505Z','61','7','7.19'
'0475066','61','7','7.19'
'047506Z','61','7','7.19'
'0475076','61','7','7.19'
'047507Z','61','7','7.19'
'04750D1','61','7','7.19'
'04750D6','61','7','7.19'
'04750DZ','61','7','7.19'
'04750E6','61','7','7.19'
'04750EZ','61','7','7.19'
'04750F6','61','7','7.19'
'04750FZ','61','7','7.19'
'04750G6','61','7','7.19'
'04750GZ','61','7','7.19'
'04750Z1','61','7','7.19'
'04750Z6','61','7','7.19'
'04750ZZ','61','7','7.19'
'0475341','61','7','7.19'
'0475346','61','7','7.19'
'047534Z','61','7','7.19'
'0475356','61','7','7.19'
'047535Z','61','7','7.19'
'0475366','61','7','7.19'
'047536Z','61','7','7.19'
'0475376','61','7','7.19'
'047537Z','61','7','7.19'
'04753D1','61','7','7.19'
'04753D6','61','7','7.19'
'04753DZ','61','7','7.19'
'04753E6','61','7','7.19'
'04753EZ','61','7','7.19'
'04753F6','61','7','7.19'
'04753FZ','61','7','7.19'
'04753G6','61','7','7.19'
'04753GZ','61','7','7.19'
'04753Z1','61','7','7.19'
'04753Z6','61','7','7.19'
'04753ZZ','61','7','7.19'
'0475441','61','7','7.19'
'0475446','61','7','7.19'
'047544Z','61','7','7.19'
'0475456','61','7','7.19'
'047545Z','61','7','7.19'
'0475466','61','7','7.19'
'047546Z','61','7','7.19'
'0475476','61','7','7.19'
'047547Z','61','7','7.19'
'04754D1','61','7','7.19'
'04754D6','61','7','7.19'
'04754DZ','61','7','7.19'
'04754E6','61','7','7.19'
'04754EZ','61','7','7.19'
'04754F6','61','7','7.19'
'04754FZ','61','7','7.19'
'04754G6','61','7','7.19'
'04754GZ','61','7','7.19'
'04754Z1','61','7','7.19'
'04754Z6','61','7','7.19'
'04754ZZ','61','7','7.19'
'0476041','61','7','7.19'
'0476046','61','7','7.19'
'047604Z','61','7','7.19'
'0476056','61','7','7.19'
'047605Z','61','7','7.19'
'0476066','61','7','7.19'
'047606Z','61','7','7.19'
'0476076','61','7','7.19'
'047607Z','61','7','7.19'
'04760D1','61','7','7.19'
'04760D6','61','7','7.19'
'04760DZ','61','7','7.19'
'04760E6','61','7','7.19'
'04760EZ','61','7','7.19'
'04760F6','61','7','7.19'
'04760FZ','61','7','7.19'
'04760G6','61','7','7.19'
'04760GZ','61','7','7.19'
'04760Z1','61','7','7.19'
'04760Z6','61','7','7.19'
'04760ZZ','61','7','7.19'
'0476341','61','7','7.19'
'0476346','61','7','7.19'
'047634Z','61','7','7.19'
'0476356','61','7','7.19'
'047635Z','61','7','7.19'
'0476366','61','7','7.19'
'047636Z','61','7','7.19'
'0476376','61','7','7.19'
'047637Z','61','7','7.19'
'04763D1','61','7','7.19'
'04763D6','61','7','7.19'
'04763DZ','61','7','7.19'
'04763E6','61','7','7.19'
'04763EZ','61','7','7.19'
'04763F6','61','7','7.19'
'04763FZ','61','7','7.19'
'04763G6','61','7','7.19'
'04763GZ','61','7','7.19'
'04763Z1','61','7','7.19'
'04763Z6','61','7','7.19'
'04763ZZ','61','7','7.19'
'0476441','61','7','7.19'
'0476446','61','7','7.19'
'047644Z','61','7','7.19'
'0476456','61','7','7.19'
'047645Z','61','7','7.19'
'0476466','61','7','7.19'
'047646Z','61','7','7.19'
'0476476','61','7','7.19'
'047647Z','61','7','7.19'
'04764D1','61','7','7.19'
'04764D6','61','7','7.19'
'04764DZ','61','7','7.19'
'04764E6','61','7','7.19'
'04764EZ','61','7','7.19'
'04764F6','61','7','7.19'
'04764FZ','61','7','7.19'
'04764G6','61','7','7.19'
'04764GZ','61','7','7.19'
'04764Z1','61','7','7.19'
'04764Z6','61','7','7.19'
