code,single,multi_1,multi_2
'0SBG3ZX','159','14','14.12'
'0SBG4ZX','159','14','14.12'
'0SBH0ZX','159','14','14.12'
'0SBH3ZX','159','14','14.12'
'0SBH4ZX','159','14','14.12'
'0SBJ0ZX','159','14','14.12'
'0SBJ3ZX','159','14','14.12'
'0SBJ4ZX','159','14','14.12'
'0SBK0ZX','159','14','14.12'
'0SBK3ZX','159','14','14.12'
'0SBK4ZX','159','14','14.12'
'0SBL0ZX','159','14','14.12'
'0SBL3ZX','159','14','14.12'
'0SBL4ZX','159','14','14.12'
'0SBM0ZX','159','14','14.12'
'0SBM3ZX','159','14','14.12'
'0SBM4ZX','159','14','14.12'
'0SBN0ZX','159','14','14.12'
'0SBN3ZX','159','14','14.12'
'0SBN4ZX','159','14','14.12'
'0SBP0ZX','159','14','14.12'
'0SBP3ZX','159','14','14.12'
'0SBP4ZX','159','14','14.12'
'0SBQ0ZX','159','14','14.12'
'0SBQ3ZX','159','14','14.12'
'0SBQ4ZX','159','14','14.12'
'0SJ00ZZ','159','14','14.12'
'0SJ03ZZ','159','14','14.12'
'0SJ0XZZ','159','14','14.12'
'0SJ20ZZ','159','14','14.12'
'0SJ23ZZ','159','14','14.12'
'0SJ2XZZ','159','14','14.12'
'0SJ30ZZ','159','14','14.12'
'0SJ33ZZ','159','14','14.12'
'0SJ3XZZ','159','14','14.12'
'0SJ40ZZ','159','14','14.12'
'0SJ43ZZ','159','14','14.12'
'0SJ4XZZ','159','14','14.12'
'0SJ50ZZ','159','14','14.12'
'0SJ53ZZ','159','14','14.12'
'0SJ5XZZ','159','14','14.12'
'0SJ60ZZ','159','14','14.12'
'0SJ63ZZ','159','14','14.12'
'0SJ6XZZ','159','14','14.12'
'0SJ70ZZ','159','14','14.12'
'0SJ73ZZ','159','14','14.12'
'0SJ7XZZ','159','14','14.12'
'0SJ80ZZ','159','14','14.12'
'0SJ83ZZ','159','14','14.12'
'0SJ8XZZ','159','14','14.12'
'0SJ90ZZ','159','14','14.12'
'0SJ93ZZ','159','14','14.12'
'0SJ9XZZ','159','14','14.12'
'0SJB0ZZ','159','14','14.12'
'0SJB3ZZ','159','14','14.12'
'0SJBXZZ','159','14','14.12'
'0SJC0ZZ','159','14','14.12'
'0SJC3ZZ','159','14','14.12'
'0SJCXZZ','159','14','14.12'
'0SJD0ZZ','159','14','14.12'
'0SJD3ZZ','159','14','14.12'
'0SJDXZZ','159','14','14.12'
'0SJF0ZZ','159','14','14.12'
'0SJF3ZZ','159','14','14.12'
'0SJFXZZ','159','14','14.12'
'0SJG0ZZ','159','14','14.12'
'0SJG3ZZ','159','14','14.12'
'0SJGXZZ','159','14','14.12'
'0SJH0ZZ','159','14','14.12'
'0SJH3ZZ','159','14','14.12'
'0SJHXZZ','159','14','14.12'
'0SJJ0ZZ','159','14','14.12'
'0SJJ3ZZ','159','14','14.12'
'0SJJXZZ','159','14','14.12'
'0SJK0ZZ','159','14','14.12'
'0SJK3ZZ','159','14','14.12'
'0SJKXZZ','159','14','14.12'
'0SJL0ZZ','159','14','14.12'
'0SJL3ZZ','159','14','14.12'
'0SJLXZZ','159','14','14.12'
'0SJM0ZZ','159','14','14.12'
'0SJM3ZZ','159','14','14.12'
'0SJMXZZ','159','14','14.12'
'0SJN0ZZ','159','14','14.12'
'0SJN3ZZ','159','14','14.12'
'0SJNXZZ','159','14','14.12'
'0SJP0ZZ','159','14','14.12'
'0SJP3ZZ','159','14','14.12'
'0SJPXZZ','159','14','14.12'
'0SJQ0ZZ','159','14','14.12'
'0SJQ3ZZ','159','14','14.12'
'0SJQXZZ','159','14','14.12'
'0W9K0ZX','159','14','14.12'
'0W9K3ZX','159','14','14.12'
'0W9K4ZX','159','14','14.12'
'0W9L0ZX','159','14','14.12'
'0W9L3ZX','159','14','14.12'
'0W9L4ZX','159','14','14.12'
'0WBK0ZX','159','14','14.12'
'0WBK3ZX','159','14','14.12'
'0WBK4ZX','159','14','14.12'
'0WBKXZX','159','14','14.12'
'0WBL0ZX','159','14','14.12'
'0WBL3ZX','159','14','14.12'
'0WBL4ZX','159','14','14.12'
'0WBLXZX','159','14','14.12'
'0WJK0ZZ','159','14','14.12'
'0WJK3ZZ','159','14','14.12'
'0WJK4ZZ','159','14','14.12'
'0WJKXZZ','159','14','14.12'
'0WJL0ZZ','159','14','14.12'
'0WJL3ZZ','159','14','14.12'
'0WJL4ZZ','159','14','14.12'
'0WJLXZZ','159','14','14.12'
'0X920ZX','159','14','14.12'
'0X923ZX','159','14','14.12'
'0X924ZX','159','14','14.12'
'0X930ZX','159','14','14.12'
'0X933ZX','159','14','14.12'
'0X934ZX','159','14','14.12'
'0X940ZX','159','14','14.12'
'0X943ZX','159','14','14.12'
'0X944ZX','159','14','14.12'
'0X950ZX','159','14','14.12'
'0X953ZX','159','14','14.12'
'0X954ZX','159','14','14.12'
'0X960ZX','159','14','14.12'
'0X963ZX','159','14','14.12'
'0X964ZX','159','14','14.12'
'0X970ZX','159','14','14.12'
'0X973ZX','159','14','14.12'
'0X974ZX','159','14','14.12'
'0X980ZX','159','14','14.12'
'0X983ZX','159','14','14.12'
'0X984ZX','159','14','14.12'
'0X990ZX','159','14','14.12'
'0X993ZX','159','14','14.12'
'0X994ZX','159','14','14.12'
'0X9B0ZX','159','14','14.12'
'0X9B3ZX','159','14','14.12'
'0X9B4ZX','159','14','14.12'
'0X9C0ZX','159','14','14.12'
'0X9C3ZX','159','14','14.12'
'0X9C4ZX','159','14','14.12'
'0X9D0ZX','159','14','14.12'
'0X9D3ZX','159','14','14.12'
'0X9D4ZX','159','14','14.12'
'0X9F0ZX','159','14','14.12'
'0X9F3ZX','159','14','14.12'
'0X9F4ZX','159','14','14.12'
'0X9G0ZX','159','14','14.12'
'0X9G3ZX','159','14','14.12'
'0X9G4ZX','159','14','14.12'
'0X9H0ZX','159','14','14.12'
'0X9H3ZX','159','14','14.12'
'0X9H4ZX','159','14','14.12'
'0X9J0ZX','159','14','14.12'
'0X9J3ZX','159','14','14.12'
'0X9J4ZX','159','14','14.12'
'0X9K0ZX','159','14','14.12'
'0X9K3ZX','159','14','14.12'
'0X9K4ZX','159','14','14.12'
'0XB20ZX','159','14','14.12'
'0XB23ZX','159','14','14.12'
'0XB24ZX','159','14','14.12'
'0XB30ZX','159','14','14.12'
'0XB33ZX','159','14','14.12'
'0XB34ZX','159','14','14.12'
'0XB40ZX','159','14','14.12'
'0XB43ZX','159','14','14.12'
'0XB44ZX','159','14','14.12'
'0XB50ZX','159','14','14.12'
'0XB53ZX','159','14','14.12'
'0XB54ZX','159','14','14.12'
'0XB60ZX','159','14','14.12'
'0XB63ZX','159','14','14.12'
'0XB64ZX','159','14','14.12'
'0XB70ZX','159','14','14.12'
'0XB73ZX','159','14','14.12'
'0XB74ZX','159','14','14.12'
'0XB80ZX','159','14','14.12'
'0XB83ZX','159','14','14.12'
'0XB84ZX','159','14','14.12'
'0XB90ZX','159','14','14.12'
'0XB93ZX','159','14','14.12'
'0XB94ZX','159','14','14.12'
'0XBB0ZX','159','14','14.12'
'0XBB3ZX','159','14','14.12'
'0XBB4ZX','159','14','14.12'
'0XBC0ZX','159','14','14.12'
'0XBC3ZX','159','14','14.12'
'0XBC4ZX','159','14','14.12'
'0XBD0ZX','159','14','14.12'
'0XBD3ZX','159','14','14.12'
'0XBD4ZX','159','14','14.12'
'0XBF0ZX','159','14','14.12'
'0XBF3ZX','159','14','14.12'
'0XBF4ZX','159','14','14.12'
'0XBG0ZX','159','14','14.12'
'0XBG3ZX','159','14','14.12'
'0XBG4ZX','159','14','14.12'
'0XBH0ZX','159','14','14.12'
'0XBH3ZX','159','14','14.12'
'0XBH4ZX','159','14','14.12'
'0XBJ0ZX','159','14','14.12'
'0XBJ3ZX','159','14','14.12'
'0XBJ4ZX','159','14','14.12'
'0XBK0ZX','159','14','14.12'
'0XBK3ZX','159','14','14.12'
'0XBK4ZX','159','14','14.12'
'0XJ20ZZ','159','14','14.12'
'0XJ23ZZ','159','14','14.12'
'0XJ24ZZ','159','14','14.12'
'0XJ2XZZ','159','14','14.12'
'0XJ30ZZ','159','14','14.12'
'0XJ33ZZ','159','14','14.12'
'0XJ34ZZ','159','14','14.12'
'0XJ3XZZ','159','14','14.12'
'0XJ40ZZ','159','14','14.12'
'0XJ43ZZ','159','14','14.12'
'0XJ44ZZ','159','14','14.12'
'0XJ4XZZ','159','14','14.12'
'0XJ50ZZ','159','14','14.12'
'0XJ53ZZ','159','14','14.12'
'0XJ54ZZ','159','14','14.12'
'0XJ5XZZ','159','14','14.12'
'0XJ60ZZ','159','14','14.12'
'0XJ63ZZ','159','14','14.12'
'0XJ64ZZ','159','14','14.12'
'0XJ6XZZ','159','14','14.12'
'0XJ70ZZ','159','14','14.12'
'0XJ73ZZ','159','14','14.12'
'0XJ74ZZ','159','14','14.12'
'0XJ7XZZ','159','14','14.12'
'0XJ80ZZ','159','14','14.12'
'0XJ83ZZ','159','14','14.12'
'0XJ84ZZ','159','14','14.12'
'0XJ8XZZ','159','14','14.12'
'0XJ90ZZ','159','14','14.12'
'0XJ93ZZ','159','14','14.12'
'0XJ94ZZ','159','14','14.12'
'0XJ9XZZ','159','14','14.12'
'0XJB0ZZ','159','14','14.12'
'0XJB3ZZ','159','14','14.12'
'0XJB4ZZ','159','14','14.12'
'0XJBXZZ','159','14','14.12'
'0XJC0ZZ','159','14','14.12'
'0XJC3ZZ','159','14','14.12'
'0XJC4ZZ','159','14','14.12'
'0XJCXZZ','159','14','14.12'
'0XJD0ZZ','159','14','14.12'
'0XJD3ZZ','159','14','14.12'
'0XJD4ZZ','159','14','14.12'
'0XJDXZZ','159','14','14.12'
'0XJF0ZZ','159','14','14.12'
'0XJF3ZZ','159','14','14.12'
'0XJF4ZZ','159','14','14.12'
'0XJFXZZ','159','14','14.12'
'0XJG0ZZ','159','14','14.12'
'0XJG3ZZ','159','14','14.12'
'0XJG4ZZ','159','14','14.12'
'0XJGXZZ','159','14','14.12'
'0XJH0ZZ','159','14','14.12'
'0XJH3ZZ','159','14','14.12'
'0XJH4ZZ','159','14','14.12'
'0XJHXZZ','159','14','14.12'
'0XJJ0ZZ','159','14','14.12'
'0XJJ3ZZ','159','14','14.12'
'0XJJ4ZZ','159','14','14.12'
'0XJJXZZ','159','14','14.12'
'0XJK0ZZ','159','14','14.12'
'0XJK3ZZ','159','14','14.12'
'0XJK4ZZ','159','14','14.12'
'0XJKXZZ','159','14','14.12'
'0Y900ZX','159','14','14.12'
'0Y903ZX','159','14','14.12'
'0Y904ZX','159','14','14.12'
'0Y910ZX','159','14','14.12'
'0Y913ZX','159','14','14.12'
'0Y914ZX','159','14','14.12'
'0Y990ZX','159','14','14.12'
'0Y993ZX','159','14','14.12'
'0Y994ZX','159','14','14.12'
'0Y9B0ZX','159','14','14.12'
'0Y9B3ZX','159','14','14.12'
'0Y9B4ZX','159','14','14.12'
'0Y9C0ZX','159','14','14.12'
'0Y9C3ZX','159','14','14.12'
'0Y9C4ZX','159','14','14.12'
'0Y9D0ZX','159','14','14.12'
'0Y9D3ZX','159','14','14.12'
'0Y9D4ZX','159','14','14.12'
'0Y9F0ZX','159','14','14.12'
'0Y9F3ZX','159','14','14.12'
'0Y9F4ZX','159','14','14.12'
'0Y9G0ZX','159','14','14.12'
'0Y9G3ZX','159','14','14.12'
'0Y9G4ZX','159','14','14.12'
'0Y9H0ZX','159','14','14.12'
'0Y9H3ZX','159','14','14.12'
'0Y9H4ZX','159','14','14.12'
'0Y9J0ZX','159','14','14.12'
'0Y9J3ZX','159','14','14.12'
'0Y9J4ZX','159','14','14.12'
'0Y9K0ZX','159','14','14.12'
'0Y9K3ZX','159','14','14.12'
'0Y9K4ZX','159','14','14.12'
'0Y9L0ZX','159','14','14.12'
'0Y9L3ZX','159','14','14.12'
'0Y9L4ZX','159','14','14.12'
'0Y9M0ZX','159','14','14.12'
'0Y9M3ZX','159','14','14.12'
'0Y9M4ZX','159','14','14.12'
'0Y9N0ZX','159','14','14.12'
'0Y9N3ZX','159','14','14.12'
'0Y9N4ZX','159','14','14.12'
'0YB00ZX','159','14','14.12'
'0YB03ZX','159','14','14.12'
'0YB04ZX','159','14','14.12'
'0YB10ZX','159','14','14.12'
'0YB13ZX','159','14','14.12'
'0YB14ZX','159','14','14.12'
'0YB90ZX','159','14','14.12'
'0YB93ZX','159','14','14.12'
'0YB94ZX','159','14','14.12'
'0YBB0ZX','159','14','14.12'
'0YBB3ZX','159','14','14.12'
'0YBB4ZX','159','14','14.12'
'0YBC0ZX','159','14','14.12'
'0YBC3ZX','159','14','14.12'
'0YBC4ZX','159','14','14.12'
'0YBD0ZX','159','14','14.12'
'0YBD3ZX','159','14','14.12'
'0YBD4ZX','159','14','14.12'
'0YBF0ZX','159','14','14.12'
'0YBF3ZX','159','14','14.12'
'0YBF4ZX','159','14','14.12'
'0YBG0ZX','159','14','14.12'
'0YBG3ZX','159','14','14.12'
'0YBG4ZX','159','14','14.12'
'0YBH0ZX','159','14','14.12'
'0YBH3ZX','159','14','14.12'
'0YBH4ZX','159','14','14.12'
'0YBJ0ZX','159','14','14.12'
'0YBJ3ZX','159','14','14.12'
'0YBJ4ZX','159','14','14.12'
'0YBK0ZX','159','14','14.12'
'0YBK3ZX','159','14','14.12'
'0YBK4ZX','159','14','14.12'
'0YBL0ZX','159','14','14.12'
'0YBL3ZX','159','14','14.12'
'0YBL4ZX','159','14','14.12'
'0YBM0ZX','159','14','14.12'
'0YBM3ZX','159','14','14.12'
'0YBM4ZX','159','14','14.12'
'0YBN0ZX','159','14','14.12'
'0YBN3ZX','159','14','14.12'
'0YBN4ZX','159','14','14.12'
'0YJ00ZZ','159','14','14.12'
'0YJ03ZZ','159','14','14.12'
'0YJ04ZZ','159','14','14.12'
'0YJ0XZZ','159','14','14.12'
'0YJ10ZZ','159','14','14.12'
'0YJ13ZZ','159','14','14.12'
'0YJ14ZZ','159','14','14.12'
'0YJ1XZZ','159','14','14.12'
'0YJ90ZZ','159','14','14.12'
'0YJ93ZZ','159','14','14.12'
'0YJ94ZZ','159','14','14.12'
'0YJ9XZZ','159','14','14.12'
'0YJB0ZZ','159','14','14.12'
'0YJB3ZZ','159','14','14.12'
'0YJB4ZZ','159','14','14.12'
'0YJBXZZ','159','14','14.12'
'0YJC0ZZ','159','14','14.12'
'0YJC3ZZ','159','14','14.12'
'0YJC4ZZ','159','14','14.12'
'0YJCXZZ','159','14','14.12'
'0YJD0ZZ','159','14','14.12'
'0YJD3ZZ','159','14','14.12'
'0YJD4ZZ','159','14','14.12'
'0YJDXZZ','159','14','14.12'
'0YJF0ZZ','159','14','14.12'
'0YJF3ZZ','159','14','14.12'
'0YJF4ZZ','159','14','14.12'
'0YJFXZZ','159','14','14.12'
'0YJG0ZZ','159','14','14.12'
'0YJG3ZZ','159','14','14.12'
'0YJG4ZZ','159','14','14.12'
'0YJGXZZ','159','14','14.12'
'0YJH0ZZ','159','14','14.12'
'0YJH3ZZ','159','14','14.12'
'0YJH4ZZ','159','14','14.12'
'0YJHXZZ','159','14','14.12'
'0YJJ0ZZ','159','14','14.12'
'0YJJ3ZZ','159','14','14.12'
'0YJJ4ZZ','159','14','14.12'
'0YJJXZZ','159','14','14.12'
'0YJK0ZZ','159','14','14.12'
'0YJK3ZZ','159','14','14.12'
'0YJK4ZZ','159','14','14.12'
'0YJKXZZ','159','14','14.12'
'0YJL0ZZ','159','14','14.12'
'0YJL3ZZ','159','14','14.12'
'0YJL4ZZ','159','14','14.12'
'0YJLXZZ','159','14','14.12'
'0YJM0ZZ','159','14','14.12'
'0YJM3ZZ','159','14','14.12'
'0YJM4ZZ','159','14','14.12'
'0YJMXZZ','159','14','14.12'
'0YJN0ZZ','159','14','14.12'
'0YJN3ZZ','159','14','14.12'
'0YJN4ZZ','159','14','14.12'
'0YJNXZZ','159','14','14.12'
'3E023KZ','159','14','14.12'
'3E0U3KZ','159','14','14.12'
'3E0V3KZ','159','14','14.12'
'3E1U38X','159','14','14.12'
'3E1U48X','159','14','14.12'
'XR2G021','159','14','14.12'
'XR2H021','159','14','14.12'
'08QE3ZZ','16','3','3.4'
'08QF3ZZ','16','3','3.4'
'08QG3ZZ','16','3','3.4'
'08QH3ZZ','16','3','3.4'
'08UE07Z','16','3','3.4'
'08UE0JZ','16','3','3.4'
'08UE0KZ','16','3','3.4'
'08UE37Z','16','3','3.4'
'08UE3JZ','16','3','3.4'
'08UE3KZ','16','3','3.4'
'08UF07Z','16','3','3.4'
'08UF0JZ','16','3','3.4'
'08UF0KZ','16','3','3.4'
'08UF37Z','16','3','3.4'
'08UF3JZ','16','3','3.4'
'08UF3KZ','16','3','3.4'
'08UG07Z','16','3','3.4'
'08UG0JZ','16','3','3.4'
'08UG0KZ','16','3','3.4'
'08UG37Z','16','3','3.4'
'08UG3JZ','16','3','3.4'
'08UG3KZ','16','3','3.4'
'08UH07Z','16','3','3.4'
'08UH0JZ','16','3','3.4'
'08UH0KZ','16','3','3.4'
'08UH37Z','16','3','3.4'
'08UH3JZ','16','3','3.4'
'08UH3KZ','16','3','3.4'
'0K500ZZ','160','14','14.13'
'0K503ZZ','160','14','14.13'
'0K504ZZ','160','14','14.13'
'0K510ZZ','160','14','14.13'
'0K513ZZ','160','14','14.13'
'0K514ZZ','160','14','14.13'
'0K520ZZ','160','14','14.13'
'0K523ZZ','160','14','14.13'
'0K524ZZ','160','14','14.13'
'0K530ZZ','160','14','14.13'
'0K533ZZ','160','14','14.13'
'0K534ZZ','160','14','14.13'
'0K540ZZ','160','14','14.13'
'0K543ZZ','160','14','14.13'
'0K544ZZ','160','14','14.13'
'0K550ZZ','160','14','14.13'
'0K553ZZ','160','14','14.13'
'0K554ZZ','160','14','14.13'
'0K560ZZ','160','14','14.13'
'0K563ZZ','160','14','14.13'
'0K564ZZ','160','14','14.13'
'0K570ZZ','160','14','14.13'
'0K573ZZ','160','14','14.13'
'0K574ZZ','160','14','14.13'
'0K580ZZ','160','14','14.13'
'0K583ZZ','160','14','14.13'
'0K584ZZ','160','14','14.13'
'0K590ZZ','160','14','14.13'
'0K593ZZ','160','14','14.13'
'0K594ZZ','160','14','14.13'
'0K5B0ZZ','160','14','14.13'
'0K5B3ZZ','160','14','14.13'
'0K5B4ZZ','160','14','14.13'
'0K5C0ZZ','160','14','14.13'
'0K5C3ZZ','160','14','14.13'
'0K5C4ZZ','160','14','14.13'
'0K5D0ZZ','160','14','14.13'
'0K5D3ZZ','160','14','14.13'
'0K5D4ZZ','160','14','14.13'
'0K5F0ZZ','160','14','14.13'
'0K5F3ZZ','160','14','14.13'
'0K5F4ZZ','160','14','14.13'
'0K5G0ZZ','160','14','14.13'
'0K5G3ZZ','160','14','14.13'
'0K5G4ZZ','160','14','14.13'
'0K5H0ZZ','160','14','14.13'
'0K5H3ZZ','160','14','14.13'
'0K5H4ZZ','160','14','14.13'
'0K5J0ZZ','160','14','14.13'
'0K5J3ZZ','160','14','14.13'
'0K5J4ZZ','160','14','14.13'
'0K5K0ZZ','160','14','14.13'
'0K5K3ZZ','160','14','14.13'
'0K5K4ZZ','160','14','14.13'
'0K5L0ZZ','160','14','14.13'
'0K5L3ZZ','160','14','14.13'
'0K5L4ZZ','160','14','14.13'
'0K5M0ZZ','160','14','14.13'
'0K5M3ZZ','160','14','14.13'
'0K5M4ZZ','160','14','14.13'
'0K5N0ZZ','160','14','14.13'
'0K5N3ZZ','160','14','14.13'
'0K5N4ZZ','160','14','14.13'
'0K5P0ZZ','160','14','14.13'
'0K5P3ZZ','160','14','14.13'
'0K5P4ZZ','160','14','14.13'
'0K5Q0ZZ','160','14','14.13'
'0K5Q3ZZ','160','14','14.13'
'0K5Q4ZZ','160','14','14.13'
'0K5R0ZZ','160','14','14.13'
'0K5R3ZZ','160','14','14.13'
'0K5R4ZZ','160','14','14.13'
'0K5S0ZZ','160','14','14.13'
'0K5S3ZZ','160','14','14.13'
'0K5S4ZZ','160','14','14.13'
'0K5T0ZZ','160','14','14.13'
'0K5T3ZZ','160','14','14.13'
'0K5T4ZZ','160','14','14.13'
'0K5V0ZZ','160','14','14.13'
'0K5V3ZZ','160','14','14.13'
'0K5V4ZZ','160','14','14.13'
'0K5W0ZZ','160','14','14.13'
'0K5W3ZZ','160','14','14.13'
'0K5W4ZZ','160','14','14.13'
'0K800ZZ','160','14','14.13'
'0K803ZZ','160','14','14.13'
'0K804ZZ','160','14','14.13'
'0K810ZZ','160','14','14.13'
'0K813ZZ','160','14','14.13'
'0K814ZZ','160','14','14.13'
'0K820ZZ','160','14','14.13'
'0K823ZZ','160','14','14.13'
'0K824ZZ','160','14','14.13'
'0K830ZZ','160','14','14.13'
'0K833ZZ','160','14','14.13'
'0K834ZZ','160','14','14.13'
'0K840ZZ','160','14','14.13'
'0K843ZZ','160','14','14.13'
'0K844ZZ','160','14','14.13'
'0K850ZZ','160','14','14.13'
'0K853ZZ','160','14','14.13'
'0K854ZZ','160','14','14.13'
'0K860ZZ','160','14','14.13'
'0K863ZZ','160','14','14.13'
'0K864ZZ','160','14','14.13'
'0K870ZZ','160','14','14.13'
'0K873ZZ','160','14','14.13'
'0K874ZZ','160','14','14.13'
'0K880ZZ','160','14','14.13'
'0K883ZZ','160','14','14.13'
'0K884ZZ','160','14','14.13'
'0K890ZZ','160','14','14.13'
'0K893ZZ','160','14','14.13'
'0K894ZZ','160','14','14.13'
'0K8B0ZZ','160','14','14.13'
'0K8B3ZZ','160','14','14.13'
'0K8B4ZZ','160','14','14.13'
'0K8C0ZZ','160','14','14.13'
'0K8C3ZZ','160','14','14.13'
'0K8C4ZZ','160','14','14.13'
'0K8D0ZZ','160','14','14.13'
'0K8D3ZZ','160','14','14.13'
'0K8D4ZZ','160','14','14.13'
'0K8F0ZZ','160','14','14.13'
'0K8F3ZZ','160','14','14.13'
'0K8F4ZZ','160','14','14.13'
'0K8G0ZZ','160','14','14.13'
'0K8G3ZZ','160','14','14.13'
'0K8G4ZZ','160','14','14.13'
'0K8H0ZZ','160','14','14.13'
'0K8H3ZZ','160','14','14.13'
'0K8H4ZZ','160','14','14.13'
'0K8J0ZZ','160','14','14.13'
'0K8J3ZZ','160','14','14.13'
'0K8J4ZZ','160','14','14.13'
'0K8K0ZZ','160','14','14.13'
'0K8K3ZZ','160','14','14.13'
'0K8K4ZZ','160','14','14.13'
'0K8L0ZZ','160','14','14.13'
'0K8L3ZZ','160','14','14.13'
'0K8L4ZZ','160','14','14.13'
'0K8M0ZZ','160','14','14.13'
'0K8M3ZZ','160','14','14.13'
'0K8M4ZZ','160','14','14.13'
'0K8N0ZZ','160','14','14.13'
'0K8N3ZZ','160','14','14.13'
'0K8N4ZZ','160','14','14.13'
'0K8P0ZZ','160','14','14.13'
'0K8P3ZZ','160','14','14.13'
'0K8P4ZZ','160','14','14.13'
'0K8Q0ZZ','160','14','14.13'
'0K8Q3ZZ','160','14','14.13'
'0K8Q4ZZ','160','14','14.13'
'0K8R0ZZ','160','14','14.13'
'0K8R3ZZ','160','14','14.13'
'0K8R4ZZ','160','14','14.13'
'0K8S0ZZ','160','14','14.13'
'0K8S3ZZ','160','14','14.13'
'0K8S4ZZ','160','14','14.13'
'0K8T0ZZ','160','14','14.13'
'0K8T3ZZ','160','14','14.13'
'0K8T4ZZ','160','14','14.13'
'0K8V0ZZ','160','14','14.13'
'0K8V3ZZ','160','14','14.13'
'0K8V4ZZ','160','14','14.13'
'0K8W0ZZ','160','14','14.13'
'0K8W3ZZ','160','14','14.13'
'0K8W4ZZ','160','14','14.13'
'0KB00ZZ','160','14','14.13'
'0KB03ZZ','160','14','14.13'
'0KB04ZZ','160','14','14.13'
'0KB10ZZ','160','14','14.13'
'0KB13ZZ','160','14','14.13'
'0KB14ZZ','160','14','14.13'
'0KB20ZZ','160','14','14.13'
'0KB23ZZ','160','14','14.13'
'0KB24ZZ','160','14','14.13'
'0KB30ZZ','160','14','14.13'
'0KB33ZZ','160','14','14.13'
'0KB34ZZ','160','14','14.13'
'0KB40ZZ','160','14','14.13'
'0KB43ZZ','160','14','14.13'
'0KB44ZZ','160','14','14.13'
'0KB50ZZ','160','14','14.13'
'0KB53ZZ','160','14','14.13'
'0KB54ZZ','160','14','14.13'
'0KB60ZZ','160','14','14.13'
'0KB63ZZ','160','14','14.13'
'0KB64ZZ','160','14','14.13'
'0KB70ZZ','160','14','14.13'
'0KB73ZZ','160','14','14.13'
'0KB74ZZ','160','14','14.13'
'0KB80ZZ','160','14','14.13'
'0KB83ZZ','160','14','14.13'
'0KB84ZZ','160','14','14.13'
'0KB90ZZ','160','14','14.13'
'0KB93ZZ','160','14','14.13'
'0KB94ZZ','160','14','14.13'
'0KBB0ZZ','160','14','14.13'
'0KBB3ZZ','160','14','14.13'
'0KBB4ZZ','160','14','14.13'
'0KBC0ZZ','160','14','14.13'
'0KBC3ZZ','160','14','14.13'
'0KBC4ZZ','160','14','14.13'
'0KBD0ZZ','160','14','14.13'
'0KBD3ZZ','160','14','14.13'
'0KBD4ZZ','160','14','14.13'
'0KBF0ZZ','160','14','14.13'
'0KBF3ZZ','160','14','14.13'
'0KBF4ZZ','160','14','14.13'
'0KBG0ZZ','160','14','14.13'
'0KBG3ZZ','160','14','14.13'
'0KBG4ZZ','160','14','14.13'
'0KBH0ZZ','160','14','14.13'
'0KBH3ZZ','160','14','14.13'
'0KBH4ZZ','160','14','14.13'
'0KBJ0ZZ','160','14','14.13'
'0KBJ3ZZ','160','14','14.13'
'0KBJ4ZZ','160','14','14.13'
'0KBK0ZZ','160','14','14.13'
'0KBK3ZZ','160','14','14.13'
'0KBK4ZZ','160','14','14.13'
'0KBL0ZZ','160','14','14.13'
'0KBL3ZZ','160','14','14.13'
'0KBL4ZZ','160','14','14.13'
'0KBM0ZZ','160','14','14.13'
'0KBM3ZZ','160','14','14.13'
'0KBM4ZZ','160','14','14.13'
'0KBN0ZZ','160','14','14.13'
'0KBN3ZZ','160','14','14.13'
'0KBN4ZZ','160','14','14.13'
'0KBP0ZZ','160','14','14.13'
'0KBP3ZZ','160','14','14.13'
'0KBP4ZZ','160','14','14.13'
'0KBQ0ZZ','160','14','14.13'
'0KBQ3ZZ','160','14','14.13'
'0KBQ4ZZ','160','14','14.13'
'0KBR0ZZ','160','14','14.13'
'0KBR3ZZ','160','14','14.13'
'0KBR4ZZ','160','14','14.13'
'0KBS0ZZ','160','14','14.13'
'0KBS3ZZ','160','14','14.13'
'0KBS4ZZ','160','14','14.13'
'0KBT0ZZ','160','14','14.13'
'0KBT3ZZ','160','14','14.13'
'0KBT4ZZ','160','14','14.13'
'0KBV0ZZ','160','14','14.13'
'0KBV3ZZ','160','14','14.13'
'0KBV4ZZ','160','14','14.13'
'0KBW0ZZ','160','14','14.13'
'0KBW3ZZ','160','14','14.13'
'0KBW4ZZ','160','14','14.13'
'0KC00ZZ','160','14','14.13'
'0KC03ZZ','160','14','14.13'
'0KC04ZZ','160','14','14.13'
'0KC10ZZ','160','14','14.13'
'0KC13ZZ','160','14','14.13'
'0KC14ZZ','160','14','14.13'
'0KC20ZZ','160','14','14.13'
'0KC23ZZ','160','14','14.13'
'0KC24ZZ','160','14','14.13'
'0KC30ZZ','160','14','14.13'
'0KC33ZZ','160','14','14.13'
'0KC34ZZ','160','14','14.13'
'0KC40ZZ','160','14','14.13'
'0KC43ZZ','160','14','14.13'
'0KC44ZZ','160','14','14.13'
'0KC50ZZ','160','14','14.13'
'0KC53ZZ','160','14','14.13'
'0KC54ZZ','160','14','14.13'
'0KC60ZZ','160','14','14.13'
'0KC63ZZ','160','14','14.13'
'0KC64ZZ','160','14','14.13'
'0KC70ZZ','160','14','14.13'
'0KC73ZZ','160','14','14.13'
'0KC74ZZ','160','14','14.13'
