code,multi_1,multi_2,multi_3,multi_4
'87274','16','16.6','16.6.1',' '
'87279','16','16.6','16.6.1',' '
'8728 ','16','16.6','16.6.1',' '
'8729 ','16','16.6','16.6.1',' '
'8730 ','16','16.6','16.6.1',' '
'8731 ','16','16.6','16.6.1',' '
'87320','16','16.6','16.6.1',' '
'87321','16','16.6','16.6.1',' '
'87322','16','16.6','16.6.1',' '
'87323','16','16.6','16.6.1',' '
'87329','16','16.6','16.6.1',' '
'87330','16','16.6','16.6.1',' '
'87331','16','16.6','16.6.1',' '
'87332','16','16.6','16.6.1',' '
'87333','16','16.6','16.6.1',' '
'87339','16','16.6','16.6.1',' '
'87340','16','16.6','16.6.1',' '
'87341','16','16.6','16.6.1',' '
'87342','16','16.6','16.6.1',' '
'87343','16','16.6','16.6.1',' '
'87344','16','16.6','16.6.1',' '
'87349','16','16.6','16.6.1',' '
'87350','16','16.6','16.6.1',' '
'87351','16','16.6','16.6.1',' '
'87352','16','16.6','16.6.1',' '
'87353','16','16.6','16.6.1',' '
'87354','16','16.6','16.6.1',' '
'87359','16','16.6','16.6.1',' '
'87360','16','16.6','16.6.1',' '
'87361','16','16.6','16.6.1',' '
'87362','16','16.6','16.6.1',' '
'87363','16','16.6','16.6.1',' '
'87364','16','16.6','16.6.1',' '
'87365','16','16.6','16.6.1',' '
'87369','16','16.6','16.6.1',' '
'87370','16','16.6','16.6.1',' '
'87371','16','16.6','16.6.1',' '
'87372','16','16.6','16.6.1',' '
'87373','16','16.6','16.6.1',' '
'87374','16','16.6','16.6.1',' '
'87375','16','16.6','16.6.1',' '
'87379','16','16.6','16.6.1',' '
'8738 ','16','16.6','16.6.1',' '
'8739 ','16','16.6','16.6.1',' '
'87400','16','16.6','16.6.1',' '
'87401','16','16.6','16.6.1',' '
'87402','16','16.6','16.6.1',' '
'87410','16','16.6','16.6.1',' '
'87411','16','16.6','16.6.1',' '
'87412','16','16.6','16.6.1',' '
'8742 ','16','16.6','16.6.1',' '
'8743 ','16','16.6','16.6.1',' '
'8744 ','16','16.6','16.6.1',' '
'8745 ','16','16.6','16.6.1',' '
'8748 ','16','16.6','16.6.1',' '
'8749 ','16','16.6','16.6.1',' '
'8750 ','16','16.6','16.6.1',' '
'8751 ','16','16.6','16.6.1',' '
'8760 ','16','16.6','16.6.1',' '
'8761 ','16','16.6','16.6.1',' '
'8770 ','16','16.6','16.6.1',' '
'8771 ','16','16.6','16.6.1',' '
'8780 ','16','16.6','16.6.1',' '
'8781 ','16','16.6','16.6.1',' '
'8782 ','16','16.6','16.6.1',' '
'8783 ','16','16.6','16.6.1',' '
'8784 ','16','16.6','16.6.1',' '
'8785 ','16','16.6','16.6.1',' '
'8786 ','16','16.6','16.6.1',' '
'8787 ','16','16.6','16.6.1',' '
'8788 ','16','16.6','16.6.1',' '
'8789 ','16','16.6','16.6.1',' '
'8790 ','16','16.6','16.6.1',' '
'8791 ','16','16.6','16.6.1',' '
'8792 ','16','16.6','16.6.1',' '
'8793 ','16','16.6','16.6.1',' '
'8794 ','16','16.6','16.6.1',' '
'8795 ','16','16.6','16.6.1',' '
'8796 ','16','16.6','16.6.1',' '
'8797 ','16','16.6','16.6.1',' '
'8798 ','16','16.6','16.6.1',' '
'8799 ','16','16.6','16.6.1',' '
'9060 ','16','16.6','16.6.1',' '
'88000','16','16.6','16.6.2',' '
'88001','16','16.6','16.6.2',' '
'88002','16','16.6','16.6.2',' '
'88003','16','16.6','16.6.2',' '
'88009','16','16.6','16.6.2',' '
'88010','16','16.6','16.6.2',' '
'88011','16','16.6','16.6.2',' '
'88012','16','16.6','16.6.2',' '
'88013','16','16.6','16.6.2',' '
'88019','16','16.6','16.6.2',' '
'88020','16','16.6','16.6.2',' '
'88021','16','16.6','16.6.2',' '
'88022','16','16.6','16.6.2',' '
'88023','16','16.6','16.6.2',' '
'88029','16','16.6','16.6.2',' '
'88100','16','16.6','16.6.2',' '
'88101','16','16.6','16.6.2',' '
'88102','16','16.6','16.6.2',' '
'88110','16','16.6','16.6.2',' '
'88111','16','16.6','16.6.2',' '
'88112','16','16.6','16.6.2',' '
'88120','16','16.6','16.6.2',' '
'88121','16','16.6','16.6.2',' '
'88122','16','16.6','16.6.2',' '
'8820 ','16','16.6','16.6.2',' '
'8821 ','16','16.6','16.6.2',' '
'8822 ','16','16.6','16.6.2',' '
'8830 ','16','16.6','16.6.2',' '
'8831 ','16','16.6','16.6.2',' '
'8832 ','16','16.6','16.6.2',' '
'8840 ','16','16.6','16.6.2',' '
'8841 ','16','16.6','16.6.2',' '
'8842 ','16','16.6','16.6.2',' '
'8850 ','16','16.6','16.6.2',' '
'8851 ','16','16.6','16.6.2',' '
'8860 ','16','16.6','16.6.2',' '
'8861 ','16','16.6','16.6.2',' '
'8870 ','16','16.6','16.6.2',' '
'8871 ','16','16.6','16.6.2',' '
'8872 ','16','16.6','16.6.2',' '
'8873 ','16','16.6','16.6.2',' '
'8874 ','16','16.6','16.6.2',' '
'8875 ','16','16.6','16.6.2',' '
'8876 ','16','16.6','16.6.2',' '
'8877 ','16','16.6','16.6.2',' '
'8900 ','16','16.6','16.6.2',' '
'8901 ','16','16.6','16.6.2',' '
'8902 ','16','16.6','16.6.2',' '
'8910 ','16','16.6','16.6.2',' '
'8911 ','16','16.6','16.6.2',' '
'8912 ','16','16.6','16.6.2',' '
'8920 ','16','16.6','16.6.2',' '
'8921 ','16','16.6','16.6.2',' '
'8922 ','16','16.6','16.6.2',' '
'8930 ','16','16.6','16.6.2',' '
'8931 ','16','16.6','16.6.2',' '
'8932 ','16','16.6','16.6.2',' '
'8940 ','16','16.6','16.6.2',' '
'8941 ','16','16.6','16.6.2',' '
'8942 ','16','16.6','16.6.2',' '
'8950 ','16','16.6','16.6.2',' '
'8951 ','16','16.6','16.6.2',' '
'8960 ','16','16.6','16.6.2',' '
'8961 ','16','16.6','16.6.2',' '
'8962 ','16','16.6','16.6.2',' '
'8963 ','16','16.6','16.6.2',' '
'8970 ','16','16.6','16.6.2',' '
'8971 ','16','16.6','16.6.2',' '
'8972 ','16','16.6','16.6.2',' '
'8973 ','16','16.6','16.6.2',' '
'8974 ','16','16.6','16.6.2',' '
'8975 ','16','16.6','16.6.2',' '
'8976 ','16','16.6','16.6.2',' '
'8977 ','16','16.6','16.6.2',' '
'9058 ','16','16.6','16.6.2',' '
'9059 ','16','16.6','16.6.2',' '
'9061 ','16','16.6','16.6.2',' '
'8400 ','16','16.7',' ',' '
'8401 ','16','16.7',' ',' '
'8402 ','16','16.7',' ',' '
'8403 ','16','16.7',' ',' '
'8404 ','16','16.7',' ',' '
'8405 ','16','16.7',' ',' '
'8406 ','16','16.7',' ',' '
'8407 ','16','16.7',' ',' '
'8408 ','16','16.7',' ',' '
'8409 ','16','16.7',' ',' '
'8410 ','16','16.7',' ',' '
'8411 ','16','16.7',' ',' '
'8412 ','16','16.7',' ',' '
'8413 ','16','16.7',' ',' '
'8418 ','16','16.7',' ',' '
'8419 ','16','16.7',' ',' '
'84200','16','16.7',' ',' '
'84201','16','16.7',' ',' '
'84202','16','16.7',' ',' '
'84209','16','16.7',' ',' '
'84210','16','16.7',' ',' '
'84211','16','16.7',' ',' '
'84212','16','16.7',' ',' '
'84213','16','16.7',' ',' '
'84219','16','16.7',' ',' '
'8430 ','16','16.7',' ',' '
'8431 ','16','16.7',' ',' '
'8438 ','16','16.7',' ',' '
'8439 ','16','16.7',' ',' '
'8440 ','16','16.7',' ',' '
'8441 ','16','16.7',' ',' '
'8442 ','16','16.7',' ',' '
'8443 ','16','16.7',' ',' '
'8448 ','16','16.7',' ',' '
'8449 ','16','16.7',' ',' '
'84500','16','16.7',' ',' '
'84501','16','16.7',' ',' '
'84502','16','16.7',' ',' '
'84503','16','16.7',' ',' '
'84509','16','16.7',' ',' '
'84510','16','16.7',' ',' '
'84511','16','16.7',' ',' '
'84512','16','16.7',' ',' '
'84513','16','16.7',' ',' '
'84519','16','16.7',' ',' '
'8460 ','16','16.7',' ',' '
'8461 ','16','16.7',' ',' '
'8462 ','16','16.7',' ',' '
'8463 ','16','16.7',' ',' '
'8468 ','16','16.7',' ',' '
'8469 ','16','16.7',' ',' '
'8470 ','16','16.7',' ',' '
'8471 ','16','16.7',' ',' '
'8472 ','16','16.7',' ',' '
'8473 ','16','16.7',' ',' '
'8474 ','16','16.7',' ',' '
'8479 ','16','16.7',' ',' '
'8480 ','16','16.7',' ',' '
'8481 ','16','16.7',' ',' '
'8482 ','16','16.7',' ',' '
'8483 ','16','16.7',' ',' '
'84840','16','16.7',' ',' '
'84841','16','16.7',' ',' '
'84842','16','16.7',' ',' '
'84849','16','16.7',' ',' '
'8485 ','16','16.7',' ',' '
'8488 ','16','16.7',' ',' '
'8489 ','16','16.7',' ',' '
'9057 ','16','16.7',' ',' '
'9062 ','16','16.8',' ',' '
'9063 ','16','16.8',' ',' '
'9100 ','16','16.8',' ',' '
'9101 ','16','16.8',' ',' '
'9102 ','16','16.8',' ',' '
'9103 ','16','16.8',' ',' '
'9104 ','16','16.8',' ',' '
'9105 ','16','16.8',' ',' '
'9106 ','16','16.8',' ',' '
'9107 ','16','16.8',' ',' '
'9108 ','16','16.8',' ',' '
'9109 ','16','16.8',' ',' '
'9110 ','16','16.8',' ',' '
'9111 ','16','16.8',' ',' '
'9112 ','16','16.8',' ',' '
'9113 ','16','16.8',' ',' '
'9114 ','16','16.8',' ',' '
'9115 ','16','16.8',' ',' '
'9116 ','16','16.8',' ',' '
'9117 ','16','16.8',' ',' '
'9118 ','16','16.8',' ',' '
'9119 ','16','16.8',' ',' '
'9120 ','16','16.8',' ',' '
'9121 ','16','16.8',' ',' '
'9122 ','16','16.8',' ',' '
'9123 ','16','16.8',' ',' '
'9124 ','16','16.8',' ',' '
'9125 ','16','16.8',' ',' '
'9126 ','16','16.8',' ',' '
'9127 ','16','16.8',' ',' '
'9128 ','16','16.8',' ',' '
'9129 ','16','16.8',' ',' '
'9130 ','16','16.8',' ',' '
'9131 ','16','16.8',' ',' '
'9132 ','16','16.8',' ',' '
'9133 ','16','16.8',' ',' '
'9134 ','16','16.8',' ',' '
'9135 ','16','16.8',' ',' '
'9136 ','16','16.8',' ',' '
'9137 ','16','16.8',' ',' '
'9138 ','16','16.8',' ',' '
'9139 ','16','16.8',' ',' '
'9140 ','16','16.8',' ',' '
'9141 ','16','16.8',' ',' '
'9142 ','16','16.8',' ',' '
'9143 ','16','16.8',' ',' '
'9144 ','16','16.8',' ',' '
'9145 ','16','16.8',' ',' '
'9146 ','16','16.8',' ',' '
'9147 ','16','16.8',' ',' '
'9148 ','16','16.8',' ',' '
'9149 ','16','16.8',' ',' '
'9150 ','16','16.8',' ',' '
'9151 ','16','16.8',' ',' '
'9152 ','16','16.8',' ',' '
'9153 ','16','16.8',' ',' '
'9154 ','16','16.8',' ',' '
'9155 ','16','16.8',' ',' '
'9156 ','16','16.8',' ',' '
'9157 ','16','16.8',' ',' '
'9158 ','16','16.8',' ',' '
'9159 ','16','16.8',' ',' '
'9160 ','16','16.8',' ',' '
'9161 ','16','16.8',' ',' '
'9162 ','16','16.8',' ',' '
'9163 ','16','16.8',' ',' '
'9164 ','16','16.8',' ',' '
'9165 ','16','16.8',' ',' '
'9166 ','16','16.8',' ',' '
'9167 ','16','16.8',' ',' '
'9168 ','16','16.8',' ',' '
'9169 ','16','16.8',' ',' '
'9170 ','16','16.8',' ',' '
'9171 ','16','16.8',' ',' '
'9172 ','16','16.8',' ',' '
'9173 ','16','16.8',' ',' '
'9174 ','16','16.8',' ',' '
'9175 ','16','16.8',' ',' '
'9176 ','16','16.8',' ',' '
'9177 ','16','16.8',' ',' '
'9178 ','16','16.8',' ',' '
'9179 ','16','16.8',' ',' '
'9180 ','16','16.8',' ',' '
'9181 ','16','16.8',' ',' '
'9182 ','16','16.8',' ',' '
'9189 ','16','16.8',' ',' '
'9190 ','16','16.8',' ',' '
'9191 ','16','16.8',' ',' '
'9192 ','16','16.8',' ',' '
'9193 ','16','16.8',' ',' '
'9194 ','16','16.8',' ',' '
'9195 ','16','16.8',' ',' '
'9196 ','16','16.8',' ',' '
'9197 ','16','16.8',' ',' '
'9198 ','16','16.8',' ',' '
'9199 ','16','16.8',' ',' '
'920  ','16','16.8',' ',' '
'9210 ','16','16.8',' ',' '
'9211 ','16','16.8',' ',' '
'9212 ','16','16.8',' ',' '
'9213 ','16','16.8',' ',' '
'9219 ','16','16.8',' ',' '
'9220 ','16','16.8',' ',' '
'9221 ','16','16.8',' ',' '
'9222 ','16','16.8',' ',' '
'9223 ','16','16.8',' ',' '
'92231','16','16.8',' ',' '
'92232','16','16.8',' ',' '
'92233','16','16.8',' ',' '
'9224 ','16','16.8',' ',' '
'9228 ','16','16.8',' ',' '
'9229 ','16','16.8',' ',' '
'92300','16','16.8',' ',' '
'92301','16','16.8',' ',' '
'92302','16','16.8',' ',' '
'92303','16','16.8',' ',' '
'92309','16','16.8',' ',' '
'92310','16','16.8',' ',' '
'92311','16','16.8',' ',' '
'92320','16','16.8',' ',' '
'92321','16','16.8',' ',' '
'9233 ','16','16.8',' ',' '
'9238 ','16','16.8',' ',' '
'9239 ','16','16.8',' ',' '
'92400','16','16.8',' ',' '
'92401','16','16.8',' ',' '
'92410','16','16.8',' ',' '
'92411','16','16.8',' ',' '
'92420','16','16.8',' ',' '
'92421','16','16.8',' ',' '
'9243 ','16','16.8',' ',' '
'9244 ','16','16.8',' ',' '
'9245 ','16','16.8',' ',' '
'9248 ','16','16.8',' ',' '
'9249 ','16','16.8',' ',' '
'9065 ','16','16.9',' ',' '
'9066 ','16','16.9',' ',' '
'9067 ','16','16.9',' ',' '
'9068 ','16','16.9',' ',' '
'9069 ','16','16.9',' ',' '
'9400 ','16','16.9',' ',' '
'9401 ','16','16.9',' ',' '
'9402 ','16','16.9',' ',' '
'9403 ','16','16.9',' ',' '
'9404 ','16','16.9',' ',' '
'9405 ','16','16.9',' ',' '
'9409 ','16','16.9',' ',' '
'94100','16','16.9',' ',' '
'94101','16','16.9',' ',' '
'94102','16','16.9',' ',' '
'94103','16','16.9',' ',' '
'94104','16','16.9',' ',' '
'94105','16','16.9',' ',' '
'94106','16','16.9',' ',' '
'94107','16','16.9',' ',' '
'94108','16','16.9',' ',' '
'94109','16','16.9',' ',' '
'94110','16','16.9',' ',' '
'94111','16','16.9',' ',' '
'94112','16','16.9',' ',' '
'94113','16','16.9',' ',' '
'94114','16','16.9',' ',' '
'94115','16','16.9',' ',' '
'94116','16','16.9',' ',' '
'94117','16','16.9',' ',' '
'94118','16','16.9',' ',' '
'94119','16','16.9',' ',' '
'94120','16','16.9',' ',' '
'94121','16','16.9',' ',' '
'94122','16','16.9',' ',' '
'94123','16','16.9',' ',' '
'94124','16','16.9',' ',' '
'94125','16','16.9',' ',' '
'94126','16','16.9',' ',' '
'94127','16','16.9',' ',' '
'94128','16','16.9',' ',' '
'94129','16','16.9',' ',' '
'94130','16','16.9',' ',' '
'94131','16','16.9',' ',' '
'94132','16','16.9',' ',' '
'94133','16','16.9',' ',' '
'94134','16','16.9',' ',' '
'94135','16','16.9',' ',' '
'94136','16','16.9',' ',' '
'94137','16','16.9',' ',' '
'94138','16','16.9',' ',' '
'94139','16','16.9',' ',' '
'94140','16','16.9',' ',' '
'94141','16','16.9',' ',' '
'94142','16','16.9',' ',' '
'94143','16','16.9',' ',' '
'94144','16','16.9',' ',' '
'94145','16','16.9',' ',' '
'94146','16','16.9',' ',' '
'94147','16','16.9',' ',' '
'94148','16','16.9',' ',' '
'94149','16','16.9',' ',' '
'94150','16','16.9',' ',' '
'94151','16','16.9',' ',' '
'94152','16','16.9',' ',' '
'94153','16','16.9',' ',' '
'94154','16','16.9',' ',' '
'94155','16','16.9',' ',' '
'94156','16','16.9',' ',' '
'94157','16','16.9',' ',' '
'94158','16','16.9',' ',' '
'94159','16','16.9',' ',' '
'94200','16','16.9',' ',' '
'94201','16','16.9',' ',' '
'94202','16','16.9',' ',' '
'94203','16','16.9',' ',' '
'94204','16','16.9',' ',' '
'94205','16','16.9',' ',' '
'94209','16','16.9',' ',' '
'94210','16','16.9',' ',' '
'94211','16','16.9',' ',' '
'94212','16','16.9',' ',' '
'94213','16','16.9',' ',' '
'94214','16','16.9',' ',' '
'94215','16','16.9',' ',' '
'94219','16','16.9',' ',' '
'94220','16','16.9',' ',' '
'94221','16','16.9',' ',' '
'94222','16','16.9',' ',' '
'94223','16','16.9',' ',' '
'94224','16','16.9',' ',' '
'94225','16','16.9',' ',' '
'94229','16','16.9',' ',' '
'94230','16','16.9',' ',' '
'94231','16','16.9',' ',' '
'94232','16','16.9',' ',' '
'94233','16','16.9',' ',' '
'94234','16','16.9',' ',' '
'94235','16','16.9',' ',' '
'94239','16','16.9',' ',' '
'94240','16','16.9',' ',' '
'94241','16','16.9',' ',' '
'94242','16','16.9',' ',' '
'94243','16','16.9',' ',' '
'94244','16','16.9',' ',' '
'94245','16','16.9',' ',' '
'94249','16','16.9',' ',' '
'94250','16','16.9',' ',' '
'94251','16','16.9',' ',' '
'94252','16','16.9',' ',' '
'94253','16','16.9',' ',' '
'94254','16','16.9',' ',' '
'94255','16','16.9',' ',' '
'94259','16','16.9',' ',' '
'94300','16','16.9',' ',' '
'94301','16','16.9',' ',' '
'94302','16','16.9',' ',' '
'94303','16','16.9',' ',' '
'94304','16','16.9',' ',' '
'94305','16','16.9',' ',' '
'94306','16','16.9',' ',' '
'94309','16','16.9',' ',' '
'94310','16','16.9',' ',' '
'94311','16','16.9',' ',' '
'94312','16','16.9',' ',' '
'94313','16','16.9',' ',' '
'94314','16','16.9',' ',' '
'94315','16','16.9',' ',' '
'94316','16','16.9',' ',' '
'94319','16','16.9',' ',' '
'94320','16','16.9',' ',' '
'94321','16','16.9',' ',' '
'94322','16','16.9',' ',' '
'94323','16','16.9',' ',' '
'94324','16','16.9',' ',' '
'94325','16','16.9',' ',' '
'94326','16','16.9',' ',' '
'94329','16','16.9',' ',' '
'94330','16','16.9',' ',' '
'94331','16','16.9',' ',' '
'94332','16','16.9',' ',' '
'94333','16','16.9',' ',' '
'94334','16','16.9',' ',' '
'94335','16','16.9',' ',' '
'94336','16','16.9',' ',' '
'94339','16','16.9',' ',' '
'94340','16','16.9',' ',' '
'94341','16','16.9',' ',' '
'94342','16','16.9',' ',' '
'94343','16','16.9',' ',' '
'94344','16','16.9',' ',' '
'94345','16','16.9',' ',' '
'94346','16','16.9',' ',' '
'94349','16','16.9',' ',' '
'94350','16','16.9',' ',' '
'94351','16','16.9',' ',' '
'94352','16','16.9',' ',' '
'94353','16','16.9',' ',' '
'94354','16','16.9',' ',' '
'94355','16','16.9',' ',' '
'94356','16','16.9',' ',' '
'94359','16','16.9',' ',' '
'94400','16','16.9',' ',' '
'94401','16','16.9',' ',' '
'94402','16','16.9',' ',' '
'94403','16','16.9',' ',' '
'94404','16','16.9',' ',' '
'94405','16','16.9',' ',' '
'94406','16','16.9',' ',' '
'94407','16','16.9',' ',' '
'94408','16','16.9',' ',' '
'94410','16','16.9',' ',' '
'94411','16','16.9',' ',' '
'94412','16','16.9',' ',' '
'94413','16','16.9',' ',' '
'94414','16','16.9',' ',' '
'94415','16','16.9',' ',' '
'94416','16','16.9',' ',' '
'94417','16','16.9',' ',' '
'94418','16','16.9',' ',' '
'94420','16','16.9',' ',' '
'94421','16','16.9',' ',' '
'94422','16','16.9',' ',' '
'94423','16','16.9',' ',' '
'94424','16','16.9',' ',' '
'94425','16','16.9',' ',' '
'94426','16','16.9',' ',' '
'94427','16','16.9',' ',' '
'94428','16','16.9',' ',' '
'94430','16','16.9',' ',' '
'94431','16','16.9',' ',' '
'94432','16','16.9',' ',' '
'94433','16','16.9',' ',' '
'94434','16','16.9',' ',' '
'94435','16','16.9',' ',' '
'94436','16','16.9',' ',' '
'94437','16','16.9',' ',' '
'94438','16','16.9',' ',' '
'94440','16','16.9',' ',' '
'94441','16','16.9',' ',' '
'94442','16','16.9',' ',' '
'94443','16','16.9',' ',' '
'94444','16','16.9',' ',' '
'94445','16','16.9',' ',' '
'94446','16','16.9',' ',' '
'94447','16','16.9',' ',' '
'94448','16','16.9',' ',' '
'94450','16','16.9',' ',' '
'94451','16','16.9',' ',' '
'94452','16','16.9',' ',' '
'94453','16','16.9',' ',' '
'94454','16','16.9',' ',' '
'94455','16','16.9',' ',' '
'94456','16','16.9',' ',' '
'94457','16','16.9',' ',' '
'94458','16','16.9',' ',' '
'94500','16','16.9',' ',' '
'94501','16','16.9',' ',' '
'94502','16','16.9',' ',' '
'94503','16','16.9',' ',' '
'94504','16','16.9',' ',' '
'94505','16','16.9',' ',' '
'94506','16','16.9',' ',' '
'94509','16','16.9',' ',' '
'94510','16','16.9',' ',' '
'94511','16','16.9',' ',' '
'94512','16','16.9',' ',' '
'94513','16','16.9',' ',' '
'94514','16','16.9',' ',' '
'94515','16','16.9',' ',' '
'94516','16','16.9',' ',' '
'94519','16','16.9',' ',' '
'94520','16','16.9',' ',' '
'94521','16','16.9',' ',' '
'94522','16','16.9',' ',' '
'94523','16','16.9',' ',' '
'94524','16','16.9',' ',' '
'94525','16','16.9',' ',' '
'94526','16','16.9',' ',' '
'94529','16','16.9',' ',' '
'94530','16','16.9',' ',' '
'94531','16','16.9',' ',' '
'94532','16','16.9',' ',' '
'94533','16','16.9',' ',' '
'94534','16','16.9',' ',' '
'94535','16','16.9',' ',' '
'94536','16','16.9',' ',' '
'94539','16','16.9',' ',' '
'94540','16','16.9',' ',' '
'94541','16','16.9',' ',' '
'94542','16','16.9',' ',' '
'94543','16','16.9',' ',' '
'94544','16','16.9',' ',' '
'94545','16','16.9',' ',' '
'94546','16','16.9',' ',' '
'94549','16','16.9',' ',' '
'94550','16','16.9',' ',' '
'94551','16','16.9',' ',' '
'94552','16','16.9',' ',' '
'94553','16','16.9',' ',' '
'94554','16','16.9',' ',' '
'94555','16','16.9',' ',' '
'94556','16','16.9',' ',' '
'94559','16','16.9',' ',' '
'9460 ','16','16.9',' ',' '
'9461 ','16','16.9',' ',' '
'9462 ','16','16.9',' ',' '
'9463 ','16','16.9',' ',' '
'9464 ','16','16.9',' ',' '
'9465 ','16','16.9',' ',' '
'9470 ','16','16.9',' ',' '
'9471 ','16','16.9',' ',' '
'9472 ','16','16.9',' ',' '
'9473 ','16','16.9',' ',' '
'9474 ','16','16.9',' ',' '
'9478 ','16','16.9',' ',' '
'9479 ','16','16.9',' ',' '
'94800','16','16.9',' ',' '
'94810','16','16.9',' ',' '
'94811','16','16.9',' ',' '
'94820','16','16.9',' ',' '
'94821','16','16.9',' ',' '
'94822','16','16.9',' ',' '
'94830','16','16.9',' ',' '
'94831','16','16.9',' ',' '
'94832','16','16.9',' ',' '
'94833','16','16.9',' ',' '
'94840','16','16.9',' ',' '
'94841','16','16.9',' ',' '
'94842','16','16.9',' ',' '
'94843','16','16.9',' ',' '
'94844','16','16.9',' ',' '
'94850','16','16.9',' ',' '
'94851','16','16.9',' ',' '
'94852','16','16.9',' ',' '
'94853','16','16.9',' ',' '
'94854','16','16.9',' ',' '
'94855','16','16.9',' ',' '
'94860','16','16.9',' ',' '
'94861','16','16.9',' ',' '
'94862','16','16.9',' ',' '
'94863','16','16.9',' ',' '
'94864','16','16.9',' ',' '
'94865','16','16.9',' ',' '
'94866','16','16.9',' ',' '
'94870','16','16.9',' ',' '
'94871','16','16.9',' ',' '
'94872','16','16.9',' ',' '
'94873','16','16.9',' ',' '
'94874','16','16.9',' ',' '
'94875','16','16.9',' ',' '
'94876','16','16.9',' ',' '
'94877','16','16.9',' ',' '
'94880','16','16.9',' ',' '
'94881','16','16.9',' ',' '
'94882','16','16.9',' ',' '
'94883','16','16.9',' ',' '
'94884','16','16.9',' ',' '
'94885','16','16.9',' ',' '
'94886','16','16.9',' ',' '
'94887','16','16.9',' ',' '
'94888','16','16.9',' ',' '
'94890','16','16.9',' ',' '
'94891','16','16.9',' ',' '
'94892','16','16.9',' ',' '
'94893','16','16.9',' ',' '
'94894','16','16.9',' ',' '
'94895','16','16.9',' ',' '
'94896','16','16.9',' ',' '
'94897','16','16.9',' ',' '
'94898','16','16.9',' ',' '
'94899','16','16.9',' ',' '
'9490 ','16','16.9',' ',' '
'9491 ','16','16.9',' ',' '
'9492 ','16','16.9',' ',' '
'9493 ','16','16.9',' ',' '
'9494 ','16','16.9',' ',' '
'9495 ','16','16.9',' ',' '
'41403','16','16.10','16.10.1',' '
'41405','16','16.10','16.10.1',' '
'41402','16','16.10','16.10.1','16.10.1.1'
'41404','16','16.10','16.10.1','16.10.1.1'
'41407','16','16.10','16.10.1','16.10.1.1'
'44030','16','16.10','16.10.1','16.10.1.1'
'44031','16','16.10','16.10.1','16.10.1.1'
'44032','16','16.10','16.10.1','16.10.1.1'
'56960','16','16.10','16.10.1','16.10.1.1'
'56961','16','16.10','16.10.1','16.10.1.1'
'56969','16','16.10','16.10.1','16.10.1.1'
'59682','16','16.10','16.10.1','16.10.1.1'
'59683','16','16.10','16.10.1','16.10.1.1'
'99600','16','16.10','16.10.1','16.10.1.1'
'99601','16','16.10','16.10.1','16.10.1.1'
'99602','16','16.10','16.10.1','16.10.1.1'
'99603','16','16.10','16.10.1','16.10.1.1'
'99604','16','16.10','16.10.1','16.10.1.1'
'99609','16','16.10','16.10.1','16.10.1.1'
'9961 ','16','16.10','16.10.1','16.10.1.1'
'9962 ','16','16.10','16.10.1','16.10.1.1'
'99630','16','16.10','16.10.1','16.10.1.1'
'99631','16','16.10','16.10.1','16.10.1.1'
'99632','16','16.10','16.10.1','16.10.1.1'
'99639','16','16.10','16.10.1','16.10.1.1'
'9964 ','16','16.10','16.10.1','16.10.1.1'
'99640','16','16.10','16.10.1','16.10.1.1'
'99641','16','16.10','16.10.1','16.10.1.1'
'99642','16','16.10','16.10.1','16.10.1.1'
'99643','16','16.10','16.10.1','16.10.1.1'
'99644','16','16.10','16.10.1','16.10.1.1'
'99645','16','16.10','16.10.1','16.10.1.1'
'99646','16','16.10','16.10.1','16.10.1.1'
'99647','16','16.10','16.10.1','16.10.1.1'
'99649','16','16.10','16.10.1','16.10.1.1'
'99651','16','16.10','16.10.1','16.10.1.1'
'99652','16','16.10','16.10.1','16.10.1.1'
'99653','16','16.10','16.10.1','16.10.1.1'
'99654','16','16.10','16.10.1','16.10.1.1'
'99655','16','16.10','16.10.1','16.10.1.1'
'99656','16','16.10','16.10.1','16.10.1.1'
'99657','16','16.10','16.10.1','16.10.1.1'
'99659','16','16.10','16.10.1','16.10.1.1'
'9966 ','16','16.10','16.10.1','16.10.1.2'
'99660','16','16.10','16.10.1','16.10.1.2'
'99661','16','16.10','16.10.1','16.10.1.2'
'99662','16','16.10','16.10.1','16.10.1.2'
'99663','16','16.10','16.10.1','16.10.1.2'
'99664','16','16.10','16.10.1','16.10.1.2'
'99665','16','16.10','16.10.1','16.10.1.2'
'99666','16','16.10','16.10.1','16.10.1.2'
'99667','16','16.10','16.10.1','16.10.1.2'
'99668','16','16.10','16.10.1','16.10.1.2'
'99669','16','16.10','16.10.1','16.10.1.2'
'99931','16','16.10','16.10.1','16.10.1.2'
'99932','16','16.10','16.10.1','16.10.1.2'
'99933','16','16.10','16.10.1','16.10.1.2'
'62931','16','16.10','16.10.1','16.10.1.3'
'62932','16','16.10','16.10.1','16.10.1.3'
'9967 ','16','16.10','16.10.1','16.10.1.3'
'99670','16','16.10','16.10.1','16.10.1.3'
'99671','16','16.10','16.10.1','16.10.1.3'
'99672','16','16.10','16.10.1','16.10.1.3'
'99673','16','16.10','16.10.1','16.10.1.3'
'99674','16','16.10','16.10.1','16.10.1.3'
'99675','16','16.10','16.10.1','16.10.1.3'
'99676','16','16.10','16.10.1','16.10.1.3'
